model,year,price,transmission,mileage,tax,mpg,engineSize,fuelType_Diesel,fuelType_Hybrid,fuelType_Petrol,log_price
0,2017,11495,1,35290,150,57.6,1.4,False,False,True,9.34975442775886
0,2016,10790,1,41914,0,67.3,1.0,False,False,True,9.286467732363734
3,2014,9495,1,80909,125,58.9,2.0,True,False,False,9.158625936289503
11,2020,84999,2,2348,150,29.4,4.0,True,False,False,11.350406535472453
3,2014,14490,2,50041,205,45.6,3.0,True,False,False,9.581283046045924
9,2017,18990,1,33666,145,49.6,1.4,False,False,True,9.851720461714246
9,2016,18990,2,33000,160,50.4,2.0,True,False,False,9.851720461714246
2,2015,14499,1,22364,30,58.9,1.4,False,False,True,9.581903928408666
0,2017,13990,1,12200,150,55.4,1.4,False,False,True,9.546169544733285
25,2019,54990,2,3437,150,30.1,2.5,False,False,True,10.91492481446108
0,2017,12999,1,23156,30,55.4,1.4,False,False,True,9.472704636443673
0,2019,23165,2,3733,145,40.9,2.0,False,False,True,10.05044096549229
2,2020,29990,2,6000,145,41.5,1.5,False,False,True,10.30865261563529
8,2017,21490,2,16150,145,52.3,1.4,False,False,True,9.975389521825207
2,2017,19990,2,33900,125,57.6,2.0,True,False,False,9.903037451255743
7,2019,41990,0,5000,145,50.4,3.0,True,False,False,10.645210588588755
11,2019,44990,0,8000,145,33.2,3.0,True,False,False,10.714217748749789
15,2019,57990,2,5151,145,29.1,2.9,False,False,True,10.968043105074278
3,2019,27000,1,5000,145,38.7,2.0,False,False,True,10.203629181337648
2,2019,25000,0,8346,145,44.1,1.5,False,False,True,10.12667110305036
4,2019,28000,0,7500,145,40.4,2.0,False,False,True,10.239995502805316
0,2014,6795,1,72677,0,74.3,1.6,True,False,False,8.824089482791823
3,2016,12700,1,68958,20,70.6,2.0,True,False,False,9.44943600950432
3,2019,24000,0,7446,145,38.7,2.0,False,False,True,10.085850775128717
2,2016,16700,1,26700,20,70.6,1.6,True,False,False,9.723223876851618
6,2016,20250,2,29000,30,62.8,3.0,True,False,False,9.915959454031448
10,2020,60000,2,3000,145,32.5,3.0,True,False,False,11.002116507732017
3,2020,32850,2,3500,145,38.2,2.0,False,False,True,10.39973746484973
4,2017,19500,0,14250,145,70.6,2.0,True,False,False,9.87822102528824
2,2017,11995,1,48126,20,70.6,1.6,True,False,False,9.392328539868899
0,2017,11795,1,17384,150,57.6,1.4,False,False,True,9.375515769935166
4,2015,16495,2,22889,125,58.9,2.0,True,False,False,9.71087320625674
8,2019,22000,1,4647,145,47.9,1.6,True,False,False,9.99884318585288
0,2013,7700,1,72120,125,52.3,1.4,False,False,True,8.94910546953925
3,2017,20900,1,15724,150,67.3,2.0,True,False,False,9.94755228369823
0,2018,15000,1,10080,145,55.4,1.4,False,False,True,9.61587214452889
10,2016,20000,2,31065,200,47.1,2.0,True,False,False,9.90353755128617
25,2018,22300,2,23520,145,43.5,2.0,False,False,True,10.012386799492118
9,2019,26990,1,6000,145,42.8,2.0,True,False,False,10.203258756085228
9,2019,38990,0,6000,145,32.1,2.0,False,False,True,10.571086129249698
8,2019,25342,1,6000,145,39.2,1.5,False,False,True,10.140257836764995
2,2017,18500,1,15197,145,54.3,1.5,False,False,True,9.825580063659602
9,2019,29990,1,6000,145,40.9,2.0,True,False,False,10.30865261563529
2,2019,33490,0,6000,145,33.2,2.0,False,False,True,10.419032025002059
10,2019,45490,0,10000,135,117.7,2.0,False,True,False,10.725269783175804
8,2019,23000,1,6500,145,49.6,1.6,True,False,False,10.043292972227004
8,2019,20500,1,5589,145,49.6,1.6,True,False,False,9.928228944424575
0,2019,22000,2,4500,145,40.9,2.0,False,False,True,9.99884318585288
8,2019,25778,0,6000,145,42.2,1.5,False,False,True,10.157315485981332
15,2019,59990,0,5121,145,29.1,2.9,False,False,True,11.001949829953112
11,2019,53490,0,6000,145,33.2,3.0,True,False,False,10.887268694433738
4,2019,32990,0,6000,145,37.7,2.0,False,False,True,10.403990075979044
4,2019,31990,0,5000,145,51.4,2.0,True,False,False,10.373209892223665
9,2019,34990,2,6000,145,31.4,2.0,False,False,True,10.462846164547514
5,2017,16500,0,44250,145,67.3,2.0,True,False,False,9.711176264112805
8,2019,26000,0,5000,145,46.3,1.6,True,False,False,10.165890277802454
4,2019,34000,0,10000,145,50.4,2.0,True,False,False,10.434145214930487
5,2019,46750,0,6200,145,35.8,3.0,True,False,False,10.752590924862394
8,2019,25000,1,7500,145,46.3,1.6,True,False,False,10.12667110305036
3,2020,43750,0,2000,145,40.9,3.0,True,False,False,10.686269748667398
11,2019,55000,0,7750,145,33.2,3.0,True,False,False,10.915106645867503
8,2019,22500,0,4500,145,47.9,1.6,True,False,False,10.021315031649332
10,2019,34990,0,6000,145,38.2,2.0,True,False,False,10.462846164547514
9,2019,24990,1,6000,145,40.9,1.5,False,False,True,10.126271039034782
9,2019,29990,1,6000,145,40.9,2.0,True,False,False,10.30865261563529
4,2019,27490,0,6000,145,39.8,2.0,False,False,True,10.221613957361983
0,2019,23165,2,6238,145,40.9,2.0,False,False,True,10.05044096549229
8,2017,15290,1,50050,125,52.3,1.4,False,False,True,9.63501969900815
8,2018,18990,2,35100,145,54.3,1.4,False,False,True,9.851720461714246
5,2019,30000,0,4500,145,47.9,2.0,True,False,False,10.308985993422082
5,2019,31000,0,5000,145,47.9,2.0,True,False,False,10.34177474101152
3,2019,24500,1,5000,145,40.4,2.0,False,False,True,10.106469212026385
5,2019,31000,0,4500,145,47.9,2.0,True,False,False,10.34177474101152
3,2019,24500,1,5000,145,40.4,2.0,False,False,True,10.106469212026385
17,2014,37000,0,59894,555,28.8,4.0,False,False,True,10.518700218288165
9,2020,34750,2,2500,145,31.4,2.0,False,False,True,10.455963627557306
3,2020,44000,0,4500,145,39.2,3.0,True,False,False,10.691967639914864
5,2019,35000,2,5000,145,47.9,2.0,True,False,False,10.463131911491967
10,2020,36500,2,5000,145,38.2,2.0,True,False,False,10.505094936455558
9,2013,8900,1,90020,160,49.6,2.0,True,False,False,9.093918908958932
0,2015,11210,1,27760,30,55.4,1.4,False,False,True,9.324650718153594
0,2015,11210,1,36370,30,55.4,1.4,False,False,True,9.324650718153594
3,2019,32000,0,4500,145,44.1,2.0,True,False,False,10.373522431293592
2,2019,17500,0,10000,145,54.3,1.6,True,False,False,9.770013301136158
0,2016,14450,1,22600,30,55.4,1.4,False,False,True,9.57851889529833
2,2017,18500,1,42105,145,54.3,1.5,False,False,True,9.825580063659602
14,2019,39000,0,10250,145,30.1,2.5,False,False,True,10.571342565808699
8,2019,25750,0,2000,145,47.9,2.0,True,False,False,10.156228740289281
2,2019,30500,2,4723,145,34.9,2.0,False,False,True,10.32551474894327
8,2019,22500,1,4500,145,47.1,1.0,False,False,True,10.021315031649332
9,2013,8750,1,67727,145,54.3,2.0,True,False,False,9.076923258535832
3,2016,14750,2,55068,30,65.7,2.0,True,False,False,9.599066156080049
14,2018,36996,2,15400,150,34.0,2.5,False,False,True,10.518592107258032
10,2016,19495,2,53050,200,47.1,2.0,True,False,False,9.877964595305043
3,2016,12495,1,20332,125,53.3,1.4,False,False,True,9.433163872079467
5,2016,15495,1,56421,30,61.4,2.0,True,False,False,9.648337205086833
0,2015,11999,1,29704,0,80.7,1.6,True,False,False,9.392661928770137
4,2017,21995,2,66483,145,38.2,3.0,False,False,True,9.998615897627705
5,2016,14995,2,70000,125,57.6,2.0,True,False,False,9.615538777855802
9,2017,16780,1,22300,125,51.4,1.4,False,False,True,9.728002573001161
0,2016,11990,1,31500,0,67.3,1.0,False,False,True,9.391911647379434
2,2016,17990,2,48200,30,56.5,1.4,False,False,True,9.79762691183662
0,2016,13990,0,34748,30,56.5,1.4,False,False,True,9.546169544733285
0,2016,11496,1,44898,30,56.5,1.4,False,False,True,9.34984141075374
5,2017,22500,2,16442,150,56.5,2.0,True,False,False,10.021315031649332
10,2018,32975,2,8082,145,40.4,2.0,False,False,True,10.40353530313024
11,2019,46000,2,10816,145,32.8,3.0,True,False,False,10.736418414365374
11,2017,47000,2,49106,145,39.2,4.0,True,False,False,10.757924157061597
2,2017,17000,1,29994,145,65.7,2.0,True,False,False,9.741027444837728
25,2019,47000,2,9756,145,30.7,2.5,False,False,True,10.757924157061597
8,2019,23000,1,7370,150,43.5,1.5,False,False,True,10.043292972227004
9,2016,21000,2,21500,145,54.3,2.0,True,False,False,9.952325334619427
9,2017,22490,2,19850,145,47.9,1.4,False,False,True,10.020870508171171
0,2017,14750,1,24500,145,55.4,1.4,False,False,True,9.599066156080049
10,2017,39990,2,24550,145,34.0,3.0,False,False,True,10.596409707779776
2,2017,20250,2,31150,145,56.5,1.5,False,False,True,9.915959454031448
4,2018,21990,1,12000,145,68.9,2.0,True,False,False,9.998388557730848
9,2019,24990,1,6000,145,42.2,1.5,False,False,True,10.126271039034782
9,2019,24990,1,6000,145,40.9,1.5,False,False,True,10.126271039034782
10,2019,33490,0,6000,145,38.2,2.0,True,False,False,10.419032025002059
3,2017,17500,1,23000,145,70.6,2.0,True,False,False,9.770013301136158
3,2019,28000,0,7500,145,38.2,2.0,False,False,True,10.239995502805316
0,2019,22000,2,2100,145,40.4,2.0,False,False,True,9.99884318585288
5,2016,19000,1,42633,125,58.9,2.0,True,False,False,9.852246888342531
2,2015,16750,2,29000,30,58.9,1.4,False,False,True,9.726213236963687
9,2017,19000,1,34467,145,49.6,1.4,False,False,True,9.852246888342531
5,2016,24000,2,35260,160,50.4,3.0,True,False,False,10.085850775128717
0,2016,16000,2,25470,30,70.6,1.4,False,False,True,9.680406499268875
13,2019,137500,2,10,150,21.4,5.2,False,False,True,11.83138646878959
3,2017,17000,1,35664,20,70.6,2.0,True,False,False,9.741027444837728
9,2018,22500,1,9750,145,49.6,1.4,False,False,True,10.021315031649332
3,2017,20000,2,18756,145,70.6,2.0,True,False,False,9.90353755128617
8,2019,23000,0,5000,145,47.9,1.6,True,False,False,10.043292972227004
2,2019,18000,1,5000,145,49.6,1.6,True,False,False,9.798182590890704
9,2020,36850,2,4500,145,47.1,2.0,True,False,False,10.514638034291343
0,2013,11350,2,19500,125,53.3,1.4,False,False,True,9.337061124755339
0,2017,12500,1,20865,0,67.3,1.0,False,False,True,9.433563920090563
10,2020,41000,2,3500,145,32.1,2.0,False,False,True,10.62135173563291
2,2019,27000,0,4500,145,52.3,1.6,True,False,False,10.203629181337648
0,2016,17000,2,7000,30,70.6,1.4,False,False,True,9.741027444837728
2,2019,21500,1,9000,145,51.4,1.6,True,False,False,9.975854724662028
3,2016,19000,0,25900,30,64.2,3.0,True,False,False,9.852246888342531
3,2017,17000,2,40786,20,72.4,2.0,True,False,False,9.741027444837728
0,2015,10000,1,40365,0,80.7,1.6,True,False,False,9.210440366976517
0,2015,12500,1,42498,30,55.4,1.4,False,False,True,9.433563920090563
14,2016,29350,2,26930,300,34.9,2.5,False,False,True,10.287081896226075
5,2019,30000,0,7524,145,50.4,2.0,True,False,False,10.308985993422082
4,2017,21750,0,20175,145,60.1,3.0,True,False,False,9.987415012471414
2,2019,19750,1,4270,145,47.1,1.0,False,False,True,9.890959401958858
3,2019,27000,0,9000,145,47.9,2.0,True,False,False,10.203629181337648
9,2019,28000,1,7500,145,42.8,2.0,True,False,False,10.239995502805316
5,2019,30000,0,5000,145,50.4,2.0,True,False,False,10.308985993422082
0,2019,21000,2,5000,145,40.9,2.0,False,False,True,9.952325334619427
5,2019,30000,0,5000,145,47.9,2.0,True,False,False,10.308985993422082
3,2019,31000,0,5000,145,45.6,2.0,True,False,False,10.34177474101152
4,2019,28750,0,5000,145,40.4,2.0,False,False,True,10.266427828229292
10,2019,32000,0,6500,145,39.2,2.0,True,False,False,10.373522431293592
3,2019,32750,2,2000,145,49.6,2.0,True,False,False,10.396688774948379
3,2019,37850,0,3584,145,35.3,2.0,False,False,True,10.54141267859585
7,2019,52850,0,178,145,39.2,3.0,True,False,False,10.87523191259525
5,2019,49850,0,8372,145,35.8,3.0,True,False,False,10.816793835369323
0,2014,10398,1,24856,125,52.3,1.4,False,False,True,9.249464926660233
0,2017,11500,1,39125,150,67.3,1.0,False,False,True,9.350189267092581
4,2019,27000,1,8200,145,47.1,2.0,False,False,True,10.203629181337648
8,2019,23000,0,10000,145,40.9,1.5,False,False,True,10.043292972227004
4,2016,18500,2,57000,30,53.3,2.0,False,False,True,9.825580063659602
8,2019,32000,2,3000,145,33.2,2.0,False,False,True,10.373522431293592
10,2020,49000,0,3500,145,34.5,3.0,True,False,False,10.799595985047786
0,2020,21000,1,4500,145,47.9,1.0,False,False,True,9.952325334619427
0,2020,21000,1,4500,145,47.9,1.0,False,False,True,9.952325334619427
9,2017,18750,2,23950,145,56.5,2.0,True,False,False,9.839002363309719
6,2017,37500,2,25000,145,29.7,4.0,False,False,True,10.53212287826962
2,2019,18500,0,11000,145,54.3,1.6,True,False,False,9.825580063659602
5,2019,30850,0,4553,145,47.9,2.0,True,False,False,10.336924443719042
4,2019,26850,0,1012,145,40.4,2.0,False,False,True,10.198058343191331
4,2019,28450,2,12929,145,50.4,2.0,True,False,False,10.255938588321637
6,2017,23450,2,37000,145,62.8,3.0,True,False,False,10.06266841688844
8,2019,20850,1,84,145,49.6,1.6,True,False,False,9.94515718770752
4,2019,27850,1,2475,145,37.7,2.0,False,False,True,10.23462415135353
2,2019,19850,1,2975,145,52.3,1.6,True,False,False,9.89600966268017
10,2018,24850,2,29734,145,56.5,2.0,True,False,False,10.120653272163802
10,2016,20850,0,40112,200,47.1,2.0,True,False,False,9.94515718770752
10,2019,33850,2,8297,145,38.2,2.0,True,False,False,10.42972382000155
0,2014,8900,1,35768,125,52.3,1.4,False,False,True,9.093918908958932
0,2016,13500,1,21263,0,80.7,1.6,True,False,False,9.510519035757246
9,2017,20500,2,18728,150,50.4,2.0,True,False,False,9.928228944424575
0,2017,12600,1,12568,150,67.3,1.0,False,False,True,9.441531454869693
5,2015,27950,2,42500,325,30.1,4.0,False,False,True,10.238208256118535
11,2017,53950,2,19500,145,39.2,4.0,True,False,False,10.895831506195684
3,2017,29950,0,21000,145,37.7,3.0,False,False,True,10.307317991967832
5,2015,15495,1,51234,30,62.8,2.0,True,False,False,9.648337205086833
3,2017,17250,1,32765,145,50.4,1.4,False,False,True,9.755625391793744
25,2016,18000,1,22450,160,46.3,1.8,False,False,True,9.798182590890704
5,2018,22500,2,18200,145,61.4,2.0,True,False,False,10.021315031649332
5,2018,24000,2,18300,145,61.4,2.0,True,False,False,10.085850775128717
2,2017,18950,1,14644,145,54.3,1.5,False,False,True,9.84961197956681
9,2019,31000,1,4500,145,40.9,2.0,True,False,False,10.34177474101152
3,2017,20900,1,15800,145,48.7,1.4,False,False,True,9.94755228369823
2,2019,20250,0,6075,145,52.3,1.6,True,False,False,9.915959454031448
8,2018,21850,1,10313,145,50.4,1.4,False,False,True,9.992001966066868
6,2019,35850,0,984,145,38.2,3.0,True,False,False,10.487126739641525
3,2019,31850,2,5345,145,44.1,2.0,True,False,False,10.368824057681683
2,2019,25450,2,3946,145,51.4,2.0,True,False,False,10.144510313937575
25,2019,26850,2,4389,145,38.7,2.0,False,False,True,10.198058343191331
10,2019,47850,2,2666,145,34.5,3.0,True,False,False,10.775847295304315
2,2018,22995,2,15200,145,56.5,1.5,False,False,True,10.043075566743182
3,2017,25000,2,26846,150,56.5,2.0,True,False,False,10.12667110305036
0,2019,17995,1,7150,150,49.6,1.0,False,False,True,9.797904789961063
25,2015,17650,1,13874,160,45.6,2.0,False,False,True,9.77854771798028
3,2016,11500,1,68215,125,53.3,1.4,False,False,True,9.350189267092581
2,2015,17990,0,14000,0,188.3,1.4,False,True,False,9.79762691183662
8,2018,15900,1,35967,145,55.4,1.0,False,False,True,9.674137279312397
2,2017,11930,1,31780,145,62.8,1.0,False,False,True,9.3868953338758
8,2018,15710,1,30440,145,64.2,1.6,True,False,False,9.662116382947598
5,2017,15490,1,34010,145,65.7,2.0,True,False,False,9.648014489106362
2,2016,13000,1,18617,20,60.1,1.0,False,False,True,9.472781556562168
2,2015,10920,1,34500,0,83.1,1.6,True,False,False,9.298442820197728
9,2016,20495,2,27200,160,50.4,2.0,True,False,False,9.927985024136515
8,2019,23995,2,3860,145,47.9,2.0,True,False,False,10.085642428772983
4,2019,25295,2,3245,145,49.6,2.0,True,False,False,10.138401559449253
2,2019,23995,2,3780,145,51.4,2.0,True,False,False,10.085642428772983
8,2017,23500,2,40283,145,58.9,2.0,True,False,False,10.064798252418377
10,2016,19800,2,55224,200,47.1,2.0,True,False,False,9.893487720457795
8,2019,22995,1,5950,145,47.9,1.6,True,False,False,10.043075566743182
8,2017,19000,2,25617,150,54.3,1.4,False,False,True,9.852246888342531
10,2020,36000,2,4500,145,38.2,2.0,True,False,False,10.491301994830229
0,2020,21000,1,3500,145,49.6,1.0,False,False,True,9.952325334619427
8,2019,24500,2,7901,150,40.9,1.5,False,False,True,10.106469212026385
5,2016,24200,2,40811,165,50.4,3.0,True,False,False,10.094149233605084
10,2019,32500,2,5204,150,55.4,2.0,True,False,False,10.389026137075234
2,2015,11995,1,52516,20,68.9,2.0,True,False,False,9.392328539868899
0,2018,17995,2,15122,150,55.4,1.4,False,False,True,9.797904789961063
2,2016,17495,1,19950,30,57.6,1.4,False,False,True,9.769727562356604
3,2014,11995,2,51120,125,58.9,2.0,True,False,False,9.392328539868899
4,2014,12020,1,23550,145,49.6,1.8,False,False,True,9.394410399304254
3,2020,28995,2,3920,145,42.2,2.0,False,False,True,10.274913168420769
8,2019,28800,0,4360,145,33.2,2.0,False,False,True,10.268165387743457
3,2018,20995,2,41200,145,65.7,2.0,True,False,False,9.95208722237219
2,2019,30995,2,4990,145,34.5,2.0,False,False,True,10.34161344288384
9,2019,26495,1,6470,145,39.8,1.5,False,False,True,10.184749057184986
11,2017,55900,2,14640,145,39.2,4.0,True,False,False,10.93133754807084
0,2014,10995,1,51808,0,74.3,1.6,True,False,False,9.305286849285137
9,2019,27200,1,4423,150,40.9,2.0,True,False,False,10.211009016314165
0,2016,11230,1,19479,30,57.6,1.4,False,False,True,9.326433090963036
2,2016,13170,1,25706,20,60.1,1.0,False,False,True,9.485772721999046
4,2015,10960,1,61713,20,64.2,2.0,True,False,False,9.302098797215724
4,2016,19990,1,17700,165,53.3,2.0,True,False,False,9.903037451255743
3,2018,17495,2,9296,150,53.3,1.4,False,False,True,9.769727562356604
0,2020,23000,2,5000,145,44.8,1.5,False,False,True,10.043292972227004
4,2020,35000,2,4500,145,45.6,2.0,True,False,False,10.463131911491967
3,2016,17950,1,30817,30,62.8,2.0,True,False,False,9.79540110267107
0,2017,12500,1,23485,145,67.3,1.0,False,False,True,9.433563920090563
8,2019,20000,2,7279,145,47.9,1.6,True,False,False,9.90353755128617
0,2017,13500,1,10959,145,67.3,1.0,False,False,True,9.510519035757246
5,2019,31000,0,8500,145,50.4,2.0,True,False,False,10.34177474101152
3,2016,23500,2,26270,145,56.5,2.0,True,False,False,10.064798252418377
7,2018,34700,0,15486,145,50.4,3.0,True,False,False,10.454523783963511
3,2017,17850,1,26461,30,67.3,2.0,True,False,False,9.789814808047552
5,2018,24850,2,15552,145,56.5,2.0,True,False,False,10.120653272163802
5,2018,20450,1,36000,145,61.4,2.0,True,False,False,9.925787060030896
5,2019,30850,2,5000,145,50.4,2.0,True,False,False,10.336924443719042
2,2019,30495,2,5910,145,34.9,2.0,False,False,True,10.325350806453928
25,2019,38495,2,2964,145,35.3,2.0,False,False,True,10.558309618774405
10,2019,44495,2,8700,135,117.7,2.0,False,True,False,10.703154576473747
4,2019,26995,2,8150,145,39.8,2.0,False,False,True,10.203443985863297
2,2019,23900,2,5956,150,41.5,1.5,False,False,True,10.081675578048475
8,2020,30795,2,1840,145,34.5,2.0,False,False,True,10.33514009039794
2,2018,20995,1,25955,145,51.4,1.6,True,False,False,9.95208722237219
11,2015,31900,0,33090,200,47.9,3.0,True,False,False,10.370392636243981
9,2019,28995,2,4435,145,32.5,2.0,False,False,True,10.274913168420769
10,2015,26400,0,19780,235,42.8,3.0,True,False,False,10.181157167204903
5,2019,38995,2,9840,145,50.4,3.0,True,False,False,10.571214355749163
9,2019,25000,1,4500,145,40.9,1.5,False,False,True,10.12667110305036
4,2017,21995,2,31201,145,62.8,2.0,True,False,False,9.998615897627705
3,2018,28995,2,23930,145,38.7,3.0,False,False,True,10.274913168420769
5,2018,19995,2,28850,145,64.2,2.0,True,False,False,9.903287532533462
0,2020,20995,2,2420,145,44.8,1.5,False,False,True,9.95208722237219
4,2020,30995,2,3820,145,45.6,2.0,True,False,False,10.34161344288384
12,2020,86995,2,4174,145,30.7,4.0,True,False,False,11.373617419568252
6,2020,42995,2,6150,145,38.7,3.0,True,False,False,10.668862367092954
4,2020,27495,2,4951,145,51.4,2.0,True,False,False,10.22179581852967
3,2017,17450,1,34917,125,49.6,2.0,False,False,True,9.767152232578871
9,2015,16850,2,42004,160,52.3,2.0,True,False,False,9.732165281200542
11,2018,53850,2,15426,145,32.1,3.0,True,False,False,10.893976252514248
17,2016,47850,2,37703,325,29.4,4.0,False,False,True,10.775847295304315
11,2018,49850,2,25800,145,39.2,4.0,True,False,False,10.816793835369323
4,2017,19450,2,61612,145,62.8,2.0,True,False,False,9.875653761606692
4,2017,27995,2,15729,240,38.2,3.0,False,False,True,10.23981692180943
4,2017,30495,2,19527,150,37.7,3.0,False,False,True,10.325350806453928
4,2017,22495,2,27938,125,60.1,3.0,True,False,False,10.021092794610391
10,2016,20995,2,39443,200,47.1,2.0,True,False,False,9.95208722237219
0,2019,21495,2,3846,145,44.8,1.5,False,False,True,9.975622150295328
3,2020,30995,2,3000,145,42.2,2.0,False,False,True,10.34161344288384
9,2020,39995,2,3000,145,30.7,2.0,False,False,True,10.59653472809574
9,2020,34495,2,3000,145,40.4,1.5,False,False,True,10.448598654268668
8,2020,27995,2,3000,145,42.2,1.5,False,False,True,10.23981692180943
25,2019,29495,2,1730,150,34.9,2.0,False,False,True,10.29200993991398
3,2018,27995,2,17656,150,36.7,3.0,False,False,True,10.23981692180943
4,2017,27995,2,30475,150,36.7,3.0,False,False,True,10.23981692180943
0,2018,12495,1,37074,145,76.4,1.6,True,False,False,9.433163872079467
5,2015,18495,2,46482,200,44.8,3.0,True,False,False,9.825309771472105
3,2018,27995,0,13711,145,36.7,3.0,False,False,True,10.23981692180943
3,2019,26995,2,4914,150,44.8,2.0,True,False,False,10.203443985863297
10,2019,35995,2,4306,150,38.2,2.0,True,False,False,10.49116310015384
2,2018,26995,2,18207,150,43.5,2.0,False,False,True,10.203443985863297
2,2019,19850,1,5,145,52.3,1.6,True,False,False,9.89600966268017
4,2019,27450,0,7860,145,50.4,2.0,True,False,False,10.22015787614662
5,2019,46850,0,3008,145,37.7,3.0,True,False,False,10.754727632155955
0,2019,19490,1,1308,145,47.9,1.0,False,False,True,9.877708099548641
0,2019,19990,2,1234,145,47.1,1.0,False,False,True,9.903037451255743
12,2019,55995,2,1943,145,33.6,3.0,True,False,False,10.933035538594716
7,2018,36995,2,2905,145,40.4,3.0,True,False,False,10.51856507767415
9,2017,22495,1,32713,160,50.4,2.0,True,False,False,10.021092794610391
9,2018,24495,2,25966,145,40.4,2.0,False,False,True,10.106265117897465
0,2020,20495,1,4062,145,47.9,1.0,False,False,True,9.927985024136515
10,2020,39495,2,5000,145,32.1,2.0,False,False,True,10.5839546799387
2,2016,13495,1,53927,20,67.3,2.0,True,False,False,9.510148624225804
10,2019,35495,2,11000,145,32.1,2.0,False,False,True,10.477175293058746
9,2019,28495,1,3000,145,42.8,2.0,True,False,False,10.257519005529442
4,2019,26995,2,10000,145,39.2,2.0,False,False,True,10.203443985863297
3,2019,27495,2,3000,145,38.7,2.0,False,False,True,10.22179581852967
4,2019,28995,2,3000,145,40.4,2.0,False,False,True,10.274913168420769
4,2019,26995,1,3000,145,40.4,2.0,False,False,True,10.203443985863297
10,2020,49495,2,4000,135,117.7,2.0,False,True,False,10.809647137210824
2,2019,25995,2,6039,150,36.7,2.0,False,False,True,10.16569795901424
2,2016,13995,1,43146,20,65.7,2.0,True,False,False,9.54652685348758
25,2016,16995,1,23814,30,62.8,2.0,True,False,False,9.740733301234702
2,2017,18495,1,27849,150,65.7,2.0,True,False,False,9.825309771472105
3,2018,31495,2,6763,150,37.7,3.0,False,False,True,10.357615832623573
4,2019,33495,2,8054,150,44.8,2.0,True,False,False,10.41918130769898
25,2017,17990,1,37775,145,62.8,2.0,True,False,False,9.79762691183662
2,2016,13990,1,47743,20,68.9,1.6,True,False,False,9.546169544733285
10,2020,51495,2,5000,145,34.5,3.0,True,False,False,10.849259413732451
3,2019,22995,2,5006,145,39.2,2.0,False,False,True,10.043075566743182
3,2019,25995,2,7000,145,40.9,2.0,False,False,True,10.16569795901424
11,2016,28850,0,30781,200,47.9,3.0,True,False,False,10.269899933380591
12,2019,52850,0,6470,145,33.6,3.0,True,False,False,10.87523191259525
5,2019,27850,0,68,145,50.4,2.0,True,False,False,10.23462415135353
3,2019,25850,0,3957,145,38.2,2.0,False,False,True,10.160104563907877
3,2019,29450,0,2453,145,47.9,2.0,True,False,False,10.290483144360632
13,2018,93950,2,3800,145,23.0,5.2,False,False,True,11.450528648744518
0,2017,11495,1,29464,150,67.3,1.0,False,False,True,9.34975442775886
2,2017,17995,1,42101,145,68.9,1.6,True,False,False,9.797904789961063
0,2016,11495,1,42221,30,55.4,1.4,False,False,True,9.34975442775886
0,2013,8495,1,41762,0,74.3,1.6,True,False,False,9.04735074348172
2,2019,32995,2,6171,150,34.9,2.0,False,False,True,10.404141620980623
25,2019,29495,2,9255,150,34.9,2.0,False,False,True,10.29200993991398
10,2019,31995,2,12413,150,38.2,2.0,True,False,False,10.373366173968712
0,2017,11490,1,27804,30,57.6,1.4,False,False,True,9.349319399257634
17,2020,102544,2,2000,145,22.1,4.0,False,False,True,11.538057005607833
10,2020,56990,2,6000,145,34.5,3.0,True,False,False,10.950648639613158
2,2019,18000,1,5500,145,49.6,1.6,True,False,False,9.798182590890704
4,2019,35850,0,10500,145,47.9,2.0,True,False,False,10.487126739641525
0,2019,21000,2,9000,145,44.8,1.5,False,False,True,9.952325334619427
2,2019,17500,1,4500,145,49.6,1.6,True,False,False,9.770013301136158
5,2019,26490,2,8000,145,50.4,2.0,True,False,False,10.184560331647974
2,2016,16990,2,33241,30,61.4,2.0,True,False,False,9.740439071085758
17,2017,53990,2,30921,150,29.4,4.0,False,False,True,10.896572644989313
5,2017,23990,2,28412,150,58.9,2.0,True,False,False,10.085434038999999
11,2016,28990,2,74840,205,47.9,3.0,True,False,False,10.274740715974103
0,2018,15990,1,23451,150,55.4,1.4,False,False,True,9.679781342959442
0,2016,12990,1,35678,0,67.3,1.0,False,False,True,9.472012088995733
3,2016,20995,2,35952,145,56.5,2.0,True,False,False,9.95208722237219
5,2016,23495,2,28332,160,50.4,3.0,True,False,False,10.064585472878456
10,2018,38995,2,15387,145,34.0,3.0,False,False,True,10.571214355749163
2,2019,22495,2,14429,145,41.5,1.5,False,False,True,10.021092794610391
2,2015,12995,1,49825,0,74.3,1.6,True,False,False,9.472396896788991
3,2019,26495,2,15511,145,38.2,2.0,False,False,True,10.184749057184986
2,2017,25495,2,19215,145,43.5,2.0,False,False,True,10.146276856097172
0,2014,9990,1,70654,0,74.3,1.6,True,False,False,9.209439966733019
4,2017,20990,2,24984,150,48.7,2.0,False,False,True,9.951849053414007
2,2017,25990,2,17775,205,43.5,2.0,False,False,True,10.165505603232393
9,2020,35990,2,6000,145,47.1,2.0,True,False,False,10.491024186183038
9,2020,37990,2,5000,145,39.8,1.5,False,False,True,10.54510456855174
2,2015,13990,1,47687,20,68.9,2.0,True,False,False,9.546169544733285
5,2017,19990,2,33070,145,64.2,2.0,True,False,False,9.903037451255743
