model,year,price,transmission,mileage,tax,mpg,engineSize,fuelType_Diesel,fuelType_Hybrid,fuelType_Petrol,log_price
3,2017,14798,1,30795,145,51.4,1.4,False,False,True,9.602314889901848
2,2016,14998,1,41049,20,65.7,2.0,True,False,False,9.61573881119536
2,2016,14298,1,29709,20,60.1,1.4,False,False,True,9.567944883732848
10,2019,35498,2,21,145,32.1,2.0,False,False,True,10.477259806052668
10,2019,31498,2,28,145,33.2,2.0,False,False,True,10.357711078278063
9,2015,15998,1,43734,145,52.3,2.0,True,False,False,9.680281499268713
10,2016,29998,2,42167,235,42.2,3.0,True,False,False,10.308919326755392
2,2016,13998,1,19048,20,60.1,1.0,False,False,True,9.546741177474825
4,2016,16998,2,65483,150,56.5,2.0,True,False,False,9.74090979777877
5,2019,26888,2,21343,150,50.4,2.0,True,False,False,10.199472560025471
3,2018,19222,1,20356,150,51.4,1.4,False,False,True,9.86386275775286
9,2016,18450,1,17067,145,49.6,1.4,False,False,True,9.822873848541882
2,2017,13390,1,26022,20,70.6,1.6,True,False,False,9.502338118495565
2,2017,14998,1,17666,20,60.1,1.4,False,False,True,9.61573881119536
2,2017,20998,2,13344,145,56.5,1.5,False,False,True,9.952230096524119
3,2017,18998,1,32997,145,67.3,2.0,True,False,False,9.85214162518454
0,2016,12298,1,23718,30,56.5,1.4,False,False,True,9.41727323724241
5,2014,17998,2,57525,235,44.8,3.0,True,False,False,9.798071479779479
10,2013,15998,2,43309,200,47.1,2.0,True,False,False,9.680281499268713
3,2018,17698,1,23669,145,52.3,1.4,False,False,True,9.781263419790754
9,2016,15998,1,31649,30,60.1,2.0,True,False,False,9.680281499268713
2,2016,13290,1,15056,125,53.3,1.4,False,False,True,9.494842393421333
8,2019,20444,1,4667,145,49.6,1.6,True,False,False,9.925493632798743
3,2017,17444,1,12000,145,70.6,2.0,True,False,False,9.766808353620874
8,2018,20490,2,11489,145,52.3,1.4,False,False,True,9.927741044336832
8,2019,25444,1,7801,145,46.3,1.6,True,False,False,10.144274539022932
0,2019,21644,1,4467,150,46.3,1.5,False,False,True,9.982529759876082
4,2014,16990,2,43605,300,34.9,3.0,False,False,True,9.740439071085758
9,2013,10190,1,69884,145,54.3,2.0,True,False,False,9.229260256828693
9,2017,19491,1,27428,145,56.5,2.0,True,False,False,9.877759403963397
0,2016,9578,1,42391,0,76.3,1.6,True,False,False,9.167328481382892
2,2016,16998,2,32002,30,61.4,2.0,True,False,False,9.74090979777877
8,2017,16298,1,24654,30,64.2,1.6,True,False,False,9.698859035219632
2,2016,11998,1,31952,0,83.1,1.6,True,False,False,9.392578591964389
5,2015,17498,1,38431,30,61.4,2.0,True,False,False,9.769899015421748
10,2016,19998,1,34189,200,47.9,2.0,True,False,False,9.903437551286085
3,2017,14298,1,57161,20,70.6,2.0,True,False,False,9.567944883732848
3,2017,15498,1,46147,145,70.6,2.0,True,False,False,9.648530784697051
0,2016,9498,1,48889,0,76.3,1.6,True,False,False,9.158941808890182
5,2014,10917,1,80050,125,57.6,2.0,True,False,False,9.298168082341704
0,2016,13170,1,22225,30,56.5,1.4,False,False,True,9.485772721999046
14,2016,28991,2,28083,300,34.9,2.5,False,False,True,10.274775208842707
9,2018,23650,2,19000,145,45.6,1.4,False,False,True,10.071160676324263
8,2019,19888,2,6837,145,47.9,1.6,True,False,False,9.897922094063247
9,2016,17790,2,24020,145,47.9,1.4,False,False,True,9.786447990434775
7,2017,35850,2,32066,145,30.1,4.0,False,False,True,10.487126739641525
9,2016,15990,1,25647,30,62.8,2.0,True,False,False,9.679781342959442
11,2019,44990,2,10342,145,33.2,3.0,True,False,False,10.714217748749789
9,2015,13990,1,27632,125,50.4,1.4,False,False,True,9.546169544733285
5,2016,16990,1,35421,30,64.2,2.0,True,False,False,9.740439071085758
9,2016,16290,1,38578,145,49.6,1.4,False,False,True,9.69836808706617
8,2019,22444,1,4462,150,49.6,1.6,True,False,False,10.018823151216033
0,2019,21790,2,5304,145,40.9,2.0,False,False,True,9.989252319496922
8,2019,21490,1,3505,145,47.1,1.0,False,False,True,9.975389521825207
11,2017,49490,2,30262,145,39.2,4.0,True,False,False,10.809546113844034
8,2017,18490,1,10044,145,52.3,1.4,False,False,True,9.825039406206987
11,2019,56490,0,4000,145,33.2,3.0,True,False,False,10.94183661241081
8,2019,19790,1,3047,145,49.6,1.6,True,False,False,9.89298256789098
9,2017,20040,2,23166,145,47.9,1.4,False,False,True,9.905535454153428
3,2017,18230,1,17450,145,67.3,2.0,True,False,False,9.810878720803466
9,2017,17990,1,30949,30,61.4,2.0,True,False,False,9.79762691183662
0,2017,11495,1,34003,0,67.3,1.0,False,False,True,9.34975442775886
3,2016,14995,1,30578,0,74.3,2.0,True,False,False,9.615538777855802
9,2015,16498,1,28129,125,60.1,2.0,True,False,False,9.711055051991444
3,2017,15498,2,51875,20,70.6,2.0,True,False,False,9.648530784697051
2,2016,16298,1,33279,30,60.1,1.4,False,False,True,9.698859035219632
9,2015,18298,2,31695,160,51.4,2.0,True,False,False,9.814601692527686
8,2017,17990,1,12300,145,52.3,1.4,False,False,True,9.79762691183662
3,2017,15490,1,21541,145,74.3,2.0,True,False,False,9.648014489106362
8,2018,21790,2,10200,145,52.3,1.4,False,False,True,9.989252319496922
2,2019,21990,1,5843,145,55.4,2.0,True,False,False,9.998388557730848
9,2018,23990,2,23800,145,48.7,1.4,False,False,True,10.085434038999999
5,2018,20750,2,21000,145,64.2,2.0,True,False,False,9.940349717268694
9,2019,26888,1,1500,145,42.8,2.0,True,False,False,10.199472560025471
9,2019,26888,1,1500,145,42.8,2.0,True,False,False,10.199472560025471
9,2019,26888,1,1500,145,42.8,2.0,True,False,False,10.199472560025471
8,2019,20999,1,5000,145,47.1,1.0,False,False,True,9.95227771670556
10,2019,46999,2,5000,145,36.2,2.0,True,False,False,10.757902880692196
9,2016,18990,2,30245,165,50.4,2.0,True,False,False,9.851720461714246
2,2016,13999,2,28307,20,72.4,1.6,True,False,False,9.546812608597396
10,2014,14888,1,60173,205,47.9,2.0,True,False,False,9.608377964255551
2,2014,11444,1,30126,20,68.9,2.0,True,False,False,9.345308232386667
6,2015,17888,2,42687,150,54.3,3.0,True,False,False,9.791941277791215
5,2019,43490,2,8567,150,36.2,3.0,True,False,False,10.680309299119006
0,2017,13222,1,16252,30,55.4,1.4,False,False,True,9.489713016556824
0,2014,9390,1,36478,125,52.3,1.4,False,False,True,9.147507062804614
25,2014,16990,1,25414,150,47.9,2.0,False,False,True,9.740439071085758
2,2015,14898,1,45009,20,67.3,2.0,True,False,False,9.60904937558734
2,2013,12698,1,41442,125,53.3,1.4,False,False,True,9.449278529189034
10,2015,22498,2,75960,235,42.8,3.0,True,False,False,10.021226142760383
9,2013,11498,1,61278,145,54.3,2.0,True,False,False,9.350015354048665
4,2019,27888,0,1500,145,39.8,2.0,False,False,True,10.23598762483351
4,2019,26888,0,1500,145,39.8,2.0,False,False,True,10.199472560025471
9,2019,31888,0,4000,145,47.1,2.0,True,False,False,10.370016401720026
4,2019,24888,0,5335,145,39.8,2.0,False,False,True,10.122181217776706
11,2019,54490,0,10500,145,32.1,3.0,True,False,False,10.905790829399939
9,2015,20990,2,24000,200,40.4,2.0,False,False,True,9.951849053414007
11,2018,44999,0,7650,145,32.8,3.0,True,False,False,10.714417768752456
0,2016,13888,1,16327,30,56.5,1.4,False,False,True,9.53885243891622
9,2016,16990,2,42583,150,51.4,2.0,True,False,False,9.740439071085758
8,2018,20290,1,18323,150,50.4,1.4,False,False,True,9.917932716967623
11,2016,30790,2,14727,160,48.7,3.0,True,False,False,10.334977718468442
5,2016,18990,2,50687,145,56.5,2.0,True,False,False,9.851720461714246
8,2017,19444,2,14575,145,54.3,1.4,False,False,True,9.875345246589848
0,2015,15888,1,22148,200,40.4,2.0,False,False,True,9.673382324888367
0,2019,19498,1,13059,145,50.4,1.0,False,False,True,9.878118461185586
9,2016,15998,1,18419,125,50.4,1.4,False,False,True,9.680281499268713
5,2015,16998,2,38952,125,57.6,2.0,True,False,False,9.74090979777877
5,2016,19998,2,26157,125,56.5,3.0,True,False,False,9.903437551286085
10,2018,43888,2,21017,145,34.0,3.0,False,False,True,10.689418998189405
9,2019,30990,2,1845,145,31.4,2.0,False,False,True,10.341452118734878
0,2020,19990,1,4000,145,47.9,1.0,False,False,True,9.903037451255743
8,2019,19990,1,1500,145,47.1,1.0,False,False,True,9.903037451255743
10,2016,19000,1,23314,240,37.2,2.0,False,False,True,9.852246888342531
2,2018,25489,2,18478,145,43.5,2.0,False,False,True,10.146041497370161
4,2015,15489,1,37026,145,49.6,1.8,False,False,True,9.647949933410914
25,2016,16289,1,22688,145,47.1,1.8,False,False,True,9.69830670159609
2,2017,22689,2,28151,160,43.5,2.0,False,False,True,10.029679577773887
10,2017,35989,2,37624,145,34.0,3.0,False,False,True,10.490996401073076
5,2018,23489,2,9452,145,47.9,1.8,False,False,True,10.064330077652958
9,2017,19350,2,41887,145,55.4,2.0,True,False,False,9.870499376709148
11,2018,44999,0,16725,145,32.8,3.0,True,False,False,10.714417768752456
5,2014,12498,1,44219,30,62.8,2.0,True,False,False,9.433403920090221
4,2016,20498,2,46512,260,35.8,3.0,False,False,True,9.928131383448887
0,2015,11298,1,43512,30,56.5,1.4,False,False,True,9.332469505209247
4,2017,21898,2,23572,145,70.6,2.0,True,False,False,9.99419625266159
9,2015,17998,1,25719,160,49.6,2.0,True,False,False,9.798071479779479
5,2016,19298,2,32951,30,58.9,2.0,True,False,False,9.86780856007911
8,2019,19498,1,10556,145,42.8,1.5,False,False,True,9.878118461185586
5,2016,19998,2,29067,30,61.4,2.0,True,False,False,9.903437551286085
0,2015,10598,1,26300,0,80.7,1.6,True,False,False,9.268514936027255
0,2020,21888,2,3500,145,44.8,1.5,False,False,True,9.993739506513155
0,2020,22290,2,402,145,44.8,1.5,False,False,True,10.011938288540932
2,2013,8498,1,58867,125,53.3,1.4,False,False,True,9.047703788498627
3,2016,14998,1,33303,20,72.4,2.0,True,False,False,9.61573881119536
0,2016,11200,1,29819,0,67.3,1.0,False,False,True,9.32375833901174
10,2015,23998,2,35520,260,41.5,3.0,True,False,False,10.085767441795337
10,2014,12995,1,55292,205,47.9,2.0,True,False,False,9.472396896788991
3,2017,13888,1,30266,125,53.3,1.4,False,False,True,9.53885243891622
9,2018,19990,1,22465,150,56.5,2.0,True,False,False,9.903037451255743
2,2017,18444,1,18541,30,60.1,1.4,False,False,True,9.822548610030776
8,2017,19888,2,37125,125,52.3,1.4,False,False,True,9.897922094063247
8,2018,22444,2,18258,150,52.3,1.4,False,False,True,10.018823151216033
0,2017,12444,1,16438,150,57.6,1.4,False,False,True,9.429074214801693
10,2015,17498,1,51962,200,47.9,2.0,True,False,False,9.769899015421748
0,2015,12798,1,26811,30,58.9,1.4,False,False,True,9.457122321855792
4,2017,16498,1,68996,30,64.2,2.0,True,False,False,9.711055051991444
10,2016,28498,2,46843,235,42.2,3.0,True,False,False,10.257624277921856
5,2016,16498,1,62668,30,61.4,2.0,True,False,False,9.711055051991444
25,2016,16650,1,33000,160,46.3,2.0,False,False,True,9.720225553665117
25,2016,16490,1,40601,30,61.4,2.0,True,False,False,9.71057005652877
5,2017,19190,2,43000,30,61.4,2.0,True,False,False,9.862196698118247
2,2017,17250,1,23694,145,60.1,1.4,False,False,True,9.755625391793744
2,2017,18990,1,21130,145,65.7,2.0,True,False,False,9.851720461714246
10,2019,49990,0,6000,145,34.5,3.0,True,False,False,10.819598268208338
0,2019,18888,0,4000,145,46.3,1.0,False,False,True,9.84633502103182
9,2019,26999,2,6500,145,48.7,2.0,True,False,False,10.203592144986466
13,2019,129000,2,4000,145,21.4,5.2,False,False,True,11.767575435251748
0,2020,22888,2,4000,145,44.8,1.5,False,False,True,10.038411724792649
10,2020,46450,2,3500,135,117.7,2.0,False,True,False,10.746153272535546
8,2017,17490,1,7898,125,52.3,1.4,False,False,True,9.769441741907062
0,2020,19490,1,1500,145,48.7,1.0,False,False,True,9.877708099548641
8,2017,20490,1,4653,145,50.4,1.4,False,False,True,9.927741044336832
8,2017,17990,1,18365,145,52.3,1.4,False,False,True,9.79762691183662
2,2015,13995,2,45300,125,58.9,2.0,True,False,False,9.54652685348758
9,2017,20495,1,20250,145,54.3,2.0,True,False,False,9.927985024136515
2,2017,17990,2,25335,30,56.5,1.4,False,False,True,9.79762691183662
5,2017,27990,0,22631,145,50.4,3.0,True,False,False,10.239638308916676
9,2014,12040,2,56601,200,47.9,2.0,True,False,False,9.39607277189222
4,2013,10440,1,50124,30,61.4,2.0,True,False,False,9.25349564229011
9,2014,13798,1,26782,235,38.7,2.0,False,False,True,9.532351404751555
9,2015,14298,1,38430,145,56.5,2.0,True,False,False,9.567944883732848
8,2017,20698,1,8642,145,50.4,1.4,False,False,True,9.937840668907791
3,2019,24998,2,12482,145,38.2,2.0,False,False,True,10.126591103050316
3,2019,24998,2,9880,145,38.2,2.0,False,False,True,10.126591103050316
3,2017,16998,1,4734,145,52.3,1.4,False,False,True,9.74090979777877
3,2016,15998,1,34581,30,67.3,2.0,True,False,False,9.680281499268713
3,2018,19798,1,13798,145,51.4,1.4,False,False,True,9.8933867103567
5,2017,20998,2,31232,150,58.9,2.0,True,False,False,9.952230096524119
9,2017,19498,1,20110,145,51.4,1.4,False,False,True,9.878118461185586
10,2015,19698,1,39056,200,47.9,2.0,True,False,False,9.888323152016355
9,2015,13998,1,36964,30,61.4,2.0,True,False,False,9.546741177474825
3,2013,9298,1,72011,30,64.2,2.0,True,False,False,9.137662146478197
5,2017,19798,2,12623,150,64.2,2.0,True,False,False,9.8933867103567
4,2017,23790,2,29668,145,45.6,2.0,False,False,True,10.077062636881843
9,2015,19995,2,26540,205,40.4,2.0,False,False,True,9.903287532533462
3,2014,9995,1,67054,30,61.4,2.0,True,False,False,9.209940291954844
3,2013,12495,2,51000,150,53.3,2.0,True,False,False,9.433163872079467
0,2016,10495,1,43000,0,67.3,1.0,False,False,True,9.25874951118387
2,2015,12998,1,66088,20,67.3,2.0,True,False,False,9.47262771040802
0,2015,14180,1,58223,235,39.8,2.0,False,False,True,9.559658319461347
7,2015,19230,0,35361,200,48.7,3.0,True,False,False,9.864278839310847
3,2016,16050,1,25276,30,67.3,2.0,True,False,False,9.683526431913219
3,2017,20690,2,13000,145,62.8,2.0,True,False,False,9.937454102099402
3,2017,18990,0,22467,145,50.4,2.0,False,False,True,9.851720461714246
3,2019,26490,2,9461,145,47.9,2.0,True,False,False,10.184560331647974
2,2019,20890,2,12930,145,42.2,1.5,False,False,True,9.947073723199049
5,2019,34750,2,774,145,39.8,3.0,True,False,False,10.455963627557306
5,2016,24490,2,39507,160,50.4,3.0,True,False,False,10.106060982105628
0,2015,11250,1,52539,30,55.4,1.4,False,False,True,9.328212292571072
0,2013,8490,1,56884,125,52.3,1.4,False,False,True,9.046762057999363
25,2016,15763,1,22883,160,46.3,1.8,False,False,True,9.665484138314895
3,2017,18298,1,24523,30,67.3,2.0,True,False,False,9.814601692527686
9,2017,18698,1,22195,145,49.6,1.4,False,False,True,9.83622532547696
3,2018,17298,1,13972,145,52.3,1.4,False,False,True,9.758403975346978
9,2016,17498,1,29602,145,52.3,2.0,True,False,False,9.769899015421748
10,2015,18498,2,48603,200,47.1,2.0,True,False,False,9.82547195555139
3,2017,16498,1,12882,145,52.3,1.4,False,False,True,9.711055051991444
10,2017,27498,2,65145,235,42.2,3.0,True,False,False,10.221904919357126
10,2019,34998,2,35,145,32.1,2.0,False,False,True,10.463074768634808
3,2018,16498,1,19934,145,52.3,1.4,False,False,True,9.711055051991444
8,2019,23444,1,5624,145,43.5,1.5,False,False,True,10.062412531523687
25,2019,32888,0,4550,145,37.2,2.0,False,False,True,10.40089353434265
5,2016,16450,2,44887,20,64.2,2.0,True,False,False,9.708141544619421
9,2019,35888,2,1856,145,45.6,2.0,True,False,False,10.488186120839014
9,2015,17998,2,30837,160,50.4,2.0,True,False,False,9.798071479779479
5,2018,21498,2,32383,145,61.4,2.0,True,False,False,9.975761701406148
10,2015,19998,2,32424,200,47.1,2.0,True,False,False,9.903437551286085
3,2017,17998,1,21177,145,51.4,1.4,False,False,True,9.798071479779479
2,2017,13395,1,38000,145,60.1,1.4,False,False,True,9.502711433914095
2,2014,11995,0,26600,20,60.1,1.4,False,False,True,9.392328539868899
2,2017,20995,2,9975,145,47.9,2.0,False,False,True,9.95208722237219
2,2016,10498,1,68294,0,74.3,1.6,True,False,False,9.259035293514941
9,2016,14498,1,29744,30,61.4,2.0,True,False,False,9.581834960513193
25,2015,14998,1,41319,20,67.3,2.0,True,False,False,9.61573881119536
5,2016,19998,2,29738,30,61.4,2.0,True,False,False,9.903437551286085
2,2016,10298,1,67959,0,74.3,1.6,True,False,False,9.239802082125802
9,2017,18498,2,17013,145,47.9,1.4,False,False,True,9.82547195555139
0,2013,9600,2,58573,125,53.3,1.4,False,False,True,9.169622538697624
5,2016,14998,2,54813,30,64.2,2.0,True,False,False,9.61573881119536
3,2017,19298,1,14290,145,51.4,1.4,False,False,True,9.86780856007911
3,2018,18998,1,20298,145,51.4,1.4,False,False,True,9.85214162518454
5,2015,18598,2,38967,125,58.9,2.0,True,False,False,9.830863094815127
0,2016,11298,1,39021,30,55.4,1.4,False,False,True,9.332469505209247
5,2014,14495,2,57842,30,61.4,2.0,True,False,False,9.581628028282761
3,2013,12495,0,45582,200,40.4,2.0,False,False,True,9.433163872079467
8,2019,17295,1,16047,145,47.1,1.0,False,False,True,9.758230539878989
4,2014,12495,1,44980,145,55.4,2.0,True,False,False,9.433163872079467
4,2015,12995,1,41667,145,48.7,1.8,False,False,True,9.472396896788991
10,2018,27991,2,24441,145,48.7,3.0,True,False,False,10.239674034047525
5,2014,12498,1,68180,30,62.8,2.0,True,False,False,9.433403920090221
3,2016,13498,1,30090,125,53.3,1.4,False,False,True,9.510370887608827
4,2016,19298,1,17272,125,57.6,2.0,True,False,False,9.86780856007911
5,2016,18498,2,53832,30,61.4,2.0,True,False,False,9.82547195555139
3,2016,13998,2,47791,0,72.4,2.0,True,False,False,9.546741177474825
5,2016,20498,2,30451,200,47.1,3.0,True,False,False,9.928131383448887
4,2016,23998,2,14991,160,50.4,2.0,True,False,False,10.085767441795337
3,2017,17698,1,32512,30,67.3,2.0,True,False,False,9.781263419790754
3,2016,13498,1,47350,20,70.6,2.0,True,False,False,9.510370887608827
2,2014,10998,1,53664,30,57.6,1.2,False,False,True,9.305559638557117
2,2016,8698,1,37123,20,72.4,1.6,True,False,False,9.07096335550754
4,2015,15798,2,41781,125,58.9,2.0,True,False,False,9.66770192587285
3,2017,16998,1,34870,145,51.4,1.4,False,False,True,9.74090979777877
6,2014,19998,2,40473,235,44.8,3.0,True,False,False,9.903437551286085
3,2018,21498,2,16473,145,49.6,1.4,False,False,True,9.975761701406148
2,2019,21450,0,3690,145,44.8,1.5,False,False,True,9.973526543316103
2,2019,19888,1,6161,145,56.5,2.0,True,False,False,9.897922094063247
11,2016,30998,2,52793,200,47.9,3.0,True,False,False,10.341710224882465
10,2019,35698,2,15,145,32.1,2.0,False,False,True,10.482877956170928
2,2017,19998,2,20239,145,56.5,2.0,True,False,False,9.903437551286085
10,2019,31698,2,74,145,33.2,2.0,False,False,True,10.36404041362647
6,2017,23198,2,30150,145,62.8,3.0,True,False,False,10.051864453277146
2,2016,13998,1,56457,20,67.3,2.0,True,False,False,9.546741177474825
3,2016,16995,1,41443,30,67.3,2.0,True,False,False,9.740733301234702
3,2017,21998,2,10533,145,49.6,1.4,False,False,True,9.998752276761909
3,2017,20798,2,13611,145,50.4,1.4,False,False,True,9.9426601876106
5,2016,21880,2,15559,150,56.5,2.0,True,False,False,9.99337395933065
8,2017,16440,1,18882,150,55.4,1.0,False,False,True,9.707533494010876
9,2017,19000,1,18698,145,49.6,1.4,False,False,True,9.852246888342531
2,2016,16000,1,16837,20,60.1,1.4,False,False,True,9.680406499268875
0,2019,18990,1,2903,150,51.4,1.0,False,False,True,9.851720461714246
8,2017,20650,2,18745,150,52.3,1.4,False,False,True,9.935519023366792
0,2019,21790,2,4454,150,40.9,2.0,False,False,True,9.989252319496922
0,2019,21444,2,6295,145,40.9,2.0,False,False,True,9.973246796950981
5,2017,21998,2,22456,145,61.4,2.0,True,False,False,9.998752276761909
3,2018,17998,1,25922,145,50.4,1.4,False,False,True,9.798071479779479
9,2015,16998,1,23960,145,52.3,2.0,True,False,False,9.74090979777877
3,2018,21798,2,11040,145,49.6,1.4,False,False,True,9.989619376165415
3,2018,20498,2,15987,150,50.4,1.4,False,False,True,9.928131383448887
2,2017,13495,1,12396,20,60.1,1.0,False,False,True,9.510148624225804
2,2017,11495,1,51870,20,62.8,1.4,False,False,True,9.34975442775886
0,2016,9995,1,28790,0,67.3,1.0,False,False,True,9.209940291954844
5,2017,13995,1,47000,30,65.7,2.0,True,False,False,9.54652685348758
5,2015,11995,1,37300,30,65.7,2.0,True,False,False,9.392328539868899
9,2017,19495,1,18972,145,56.5,2.0,True,False,False,9.877964595305043
3,2017,13995,2,70580,145,70.6,2.0,True,False,False,9.54652685348758
4,2018,22795,2,21993,145,62.8,2.0,True,False,False,10.03434036095489
2,2017,15495,1,49471,145,65.7,2.0,True,False,False,9.648337205086833
3,2016,14495,1,66000,30,67.3,2.0,True,False,False,9.581628028282761
3,2016,16750,2,50715,30,65.7,2.0,True,False,False,9.726213236963687
4,2017,20450,1,12978,145,49.6,2.0,False,False,True,9.925787060030896
5,2018,27500,2,7825,145,50.4,2.0,True,False,False,10.221977646629885
2,2019,23535,2,12863,145,41.5,1.5,False,False,True,10.06628644284122
2,2019,21374,0,14520,145,41.5,1.5,False,False,True,9.969977293804961
2,2019,23413,2,12971,145,41.5,1.5,False,False,True,10.061089413039618
0,2019,21714,2,2942,145,47.1,1.0,False,False,True,9.985758544968922
10,2018,42500,2,7566,145,34.0,3.0,False,False,True,10.657282884047461
11,2019,43500,2,2977,145,33.2,3.0,True,False,False,10.680539205318292
2,2019,21450,1,7315,145,55.4,2.0,True,False,False,9.973526543316103
0,2019,25888,2,14,145,40.4,2.0,False,False,True,10.161573447047902
2,2017,16650,2,14712,30,57.6,1.4,False,False,True,9.720225553665117
8,2017,15835,1,25483,30,55.4,1.0,False,False,True,9.670041108226021
3,2017,19750,2,9806,30,53.3,2.0,False,False,True,9.890959401958858
0,2020,19444,1,4000,145,49.6,1.0,False,False,True,9.875345246589848
8,2020,25990,1,1500,145,43.5,1.5,False,False,True,10.165505603232393
3,2020,25990,2,1500,145,42.8,2.0,False,False,True,10.165505603232393
5,2019,30888,0,9350,145,47.9,2.0,True,False,False,10.338155412452387
25,2019,26500,1,3890,145,39.8,2.0,False,False,True,10.184937747111391
5,2019,43888,2,8735,145,37.7,3.0,True,False,False,10.689418998189405
9,2016,15995,1,22515,125,50.4,1.4,False,False,True,9.680093969966709
3,2016,15745,2,57828,30,65.7,2.0,True,False,False,9.664341643744413
3,2017,16995,0,21641,145,51.4,1.4,False,False,True,9.740733301234702
2,2017,13795,1,18454,145,70.6,1.6,True,False,False,9.532133974056732
2,2017,12595,2,36633,20,62.8,1.0,False,False,True,9.441134582220915
25,2013,13455,1,39511,145,53.3,2.0,True,False,False,9.507180382212729
5,2016,14295,1,35047,30,65.7,2.0,True,False,False,9.567735056839265
9,2016,13995,2,58406,145,47.9,1.4,False,False,True,9.54652685348758
9,2016,17400,1,21331,145,52.3,2.0,True,False,False,9.76428295481558
9,2017,17800,1,14707,125,51.4,1.4,False,False,True,9.787009914477434
0,2016,11990,1,27706,30,55.4,1.4,False,False,True,9.391911647379434
2,2016,13250,1,30928,20,67.3,2.0,True,False,False,9.491828300264636
5,2017,20250,2,41272,145,61.4,2.0,True,False,False,9.915959454031448
11,2017,53990,2,30427,145,39.2,4.0,True,False,False,10.896572644989313
0,2019,19888,1,3334,145,47.9,1.0,False,False,True,9.897922094063247
8,2019,24250,2,2091,145,47.9,1.6,True,False,False,10.096213132628804
8,2019,25250,1,2683,145,43.5,1.5,False,False,True,10.136621037879685
8,2019,28888,2,2311,145,42.2,1.5,False,False,True,10.271216178807896
8,2019,28690,2,1910,145,42.2,1.5,False,False,True,10.264338763718273
2,2019,19490,1,2492,145,49.6,1.0,False,False,True,9.877708099548641
0,2016,9895,1,75189,0,80.7,1.6,True,False,False,9.199885914072324
9,2016,15595,1,52804,30,60.1,2.0,True,False,False,9.654769750102489
2,2016,11495,1,55545,20,70.6,1.6,True,False,False,9.34975442775886
2,2017,11995,1,68643,0,74.3,1.6,True,False,False,9.392328539868899
5,2016,17995,2,58836,30,61.4,2.0,True,False,False,9.797904789961063
2,2015,9595,1,71335,0,74.3,1.6,True,False,False,9.169101623959586
5,2016,15495,2,57173,20,64.2,2.0,True,False,False,9.648337205086833
9,2017,17695,2,46862,145,55.4,2.0,True,False,False,9.781093904322061
0,2016,10395,1,53440,0,80.7,1.6,True,False,False,9.249176395761381
0,2016,10495,1,45954,0,80.7,1.6,True,False,False,9.25874951118387
9,2017,19445,2,25234,145,55.4,2.0,True,False,False,9.875396672369602
9,2016,15845,1,22270,125,50.4,1.4,False,False,True,9.670672381525188
10,2016,22995,2,19273,200,47.1,2.0,True,False,False,10.043075566743182
4,2018,24495,0,40929,145,58.9,3.0,True,False,False,10.106265117897465
8,2018,19895,0,13144,145,54.3,1.4,False,False,True,9.898273985483241
9,2017,17995,1,18998,145,51.4,1.4,False,False,True,9.797904789961063
14,2015,28985,0,15016,300,34.9,2.5,False,False,True,10.274568233782462
2,2020,23995,1,1560,145,55.4,2.0,True,False,False,10.085642428772983
5,2016,16995,2,36273,30,61.4,2.0,True,False,False,9.740733301234702
5,2018,20995,0,27304,145,64.2,2.0,True,False,False,9.95208722237219
12,2019,77888,0,3011,145,32.8,3.0,True,False,False,11.263040015213013
8,2019,19250,1,804,145,47.1,1.0,False,False,True,9.865318286418624
10,2019,36444,2,5429,145,38.2,2.0,True,False,False,10.503559553816313
2,2018,18995,1,5864,145,47.1,1.0,False,False,True,9.851983709669012
2,2017,13695,1,26413,20,60.1,1.0,False,False,True,9.524859098381523
5,2020,37999,0,2234,145,34.0,2.0,False,False,True,10.545341438708522
5,2019,29250,0,10055,145,47.9,2.0,True,False,False,10.283669040109793
8,2016,15990,1,35624,30,64.2,1.6,True,False,False,9.679781342959442
5,2015,22995,2,65866,325,30.7,4.0,False,False,True,10.043075566743182
25,2018,25495,2,10018,145,42.8,2.0,False,False,True,10.146276856097172
25,2015,16990,2,23026,200,42.2,2.0,False,False,True,9.740439071085758
4,2014,12995,2,83468,150,53.3,2.0,True,False,False,9.472396896788991
0,2016,12995,1,30123,30,56.5,1.4,False,False,True,9.472396896788991
2,2016,12790,1,38341,125,52.3,1.4,False,False,True,9.456497077599392
3,2017,14995,2,41000,0,72.4,2.0,True,False,False,9.615538777855802
8,2017,15250,1,42755,30,64.2,1.6,True,False,False,9.632400353656184
0,2020,22990,2,1192,145,44.8,1.5,False,False,True,10.042858113983936
8,2019,24448,1,3371,145,43.5,1.5,False,False,True,10.104344594271097
0,2019,20344,1,2853,145,47.9,1.0,False,False,True,9.92059046043579
10,2020,53990,2,5480,145,34.5,3.0,True,False,False,10.896572644989313
0,2019,19888,1,3927,145,47.9,1.0,False,False,True,9.897922094063247
8,2019,22890,1,3479,145,44.8,1.5,False,False,True,10.038499099192006
17,2015,51995,2,11484,325,29.4,4.0,False,False,True,10.85892207152791
0,2017,11795,1,27444,0,76.3,1.6,True,False,False,9.375515769935166
3,2018,22650,2,16249,145,50.4,2.0,False,False,True,10.027959280046968
0,2017,13250,1,10417,0,67.3,1.0,False,False,True,9.491828300264636
8,2017,21250,2,14935,145,52.3,1.4,False,False,True,9.96415923206886
